Neighborhood,price,space
المونسية,494719,25000
المونسية,1400000,40350
المونسية,200000,55650
المونسية,1425000,28779
المونسية,1430000,28774
المونسية,700000,24000
المونسية,1500000,47326
المونسية,600000,24000
المونسية,600000,24000
المونسية,600000,24000
المونسية,600000,24000
المونسية,600000,24000
المونسية,576000,24000
المونسية,576000,24000
المونسية,576000,24000
المونسية,17695747,823058
المونسية,19076722,1004038
المونسية,1110900,48300
المونسية,16003400,695800
المونسية,15023600,653200
المونسية,4491900,195300
المونسية,4491900,195300
النخيل,2400000,60000
النخيل,2050000,50000
النخيل,1300000,25000
النخيل,5022500,122500
النخيل,5880000,122500
النخيل,4663750,113750
النخيل,5460000,113750
النخيل,3400000,120000
الندوة,602868,42000
الندوة,1468962,60000
الندوة,1312307,60000
الندى,2300000,37500
الندى,2350000,37500
الندى,2005000,67500
الندى,618488,33800
الندى,1375007,20003
الندى,1190250,45000
الندى,1264500,45000
الندى,7617600,288000
الندى,8008500,288000
الندى,2900000,40020
النرجس,2610000,87000
النرجس,2610000,87000
النرجس,2025000,90000
النرجس,200000,37500
النرجس,1300000,26250
النرجس,2000000,40500
النرجس,6714400,239800
النرجس,2310000,82500
النرجس,2310000,82500
النرجس,2310000,82500
النرجس,2310000,82500
النرجس,13927500,557100
النرجس,1305000,54375
النرجس,2650000,59450
النرجس,1872000,78000
النرجس,955500,39000
النرجس,4000000,90000
النرجس,889200,31200
النرجس,881400,31200
النرجس,881400,31200
النرجس,1407900,49400
النرجس,1809600,62400
النرجس,1809600,62400
النرجس,1809600,62400
النرجس,1809600,62400
النرجس,942500,32500
النرجس,942500,32500
النرجس,980200,33800
النرجس,980200,33800
النرجس,1093300,37700
النرجس,1093300,37700
النرجس,963443,33805
النرجس,1000000,35538
النرجس,1061366,36853
النرجس,1031250,37500
النرجس,986632,37658
النرجس,983483,37538
النرجس,986943,37670
النرجس,4268991,161094
النرجس,3556800,124800
النرجس,1461600,46398
النرجس,2046000,66000
النرجس,1000000,40000
النرجس,2750000,37819
النرجس,1930743,88143
النرجس,1652270,81546
النزهة,878501,31250
النسيم,400000,38000
النسيم,1076620,55000
النسيم,800000,50000
النسيم,390995,75000
النسيم,850000,40625
النسيم,360000,37500
النسيم,709600,50000
النسيم,100000,31250
النسيم,150000,31250
النسيم,90000,31250
النسيم,1126000,31250
النسيم,257815,37500
النسيم,772104,46875
النسيم,300000,50000
النظيم,250000,45000
النظيم,250000,46800
النظيم,350000,37500
النظيم,600000,75000
النظيم,820200,75000
النظيم,100000,125000
النظيم,600000,125000
النظيم,389043,31200
النظيم,421826,33800
النظيم,421826,33800
النظيم,200000,40200
النظيم,350000,45000
النظيم,1000000,48000
النظيم,607200,36800
النظيم,607200,36800
النظيم,725899,50000
النظيم,526534,50000
النظيم,780000,45000
النظيم,360000,69000
النظيم,456223,39900
النظيم,716730,38021
النظيم,300000,44000
النظيم,376000,62050
النظيم,50000,43017
النظيم,50000,42882
النظيم,50000,42746
النظيم,87350,36176
النظيم,50000,24532
النظيم,100000,24532
النفل,625165,25000
النهضة,1188000,72000
النهضة,1072500,67500
النهضة,1500000,84000
النهضة,1446358,37500
النهضة,464220,35712
النهضة,1400000,75000
النهضة,1166639,32400
النهضة,850000,40000
النهضة,626400,52200
النهضة,600000,37500
النهضة,1418062,37500
النهضة,700000,75000
النهضة,970000,37500
النهضة,1350000,43750
النهضة,580070,75000
النهضة,582853,55000
النهضة,450000,27500
النهضة,600000,61000
النهضة,583200,32400
النهضة,799063,40000
النهضة,438000,29205
النهضة,1530000,90000
النهضة,1530000,90000
النهضة,810000,45000
الهدا,1738044,37500
الهدا,1404456,34150
الواحة,1850000,37500
الواحة,1800000,37500
الوادي,900000,36480
الوادي,927500,37500
الوادي,1150000,40500
الوادي,1400000,29700
الوادي,1250000,36250
الوادي,1000000,27600
الوادي,1000000,31250
الورود,1500000,65000
الورود,1155000,39000
الورود,2000000,55200
الورود,4100000,110400
الوزارات,180384,50000
الوزارات,230000,10125
الوزارات,400000,11250
الياسمين,2175000,72500
الياسمين,2450000,36400
الياسمين,1051250,36250
الياسمين,1247400,41580
الياسمين,1205820,41580
الياسمين,1000000,24000
الياسمين,719932,37500
الياسمين,1168422,34840
الياسمين,2350000,52250
الياسمين,2350000,52250
الياسمين,937500,31250
الياسمين,1900000,31500
الياسمين,815606,42000
الياسمين,384885,39500
الياسمين,1176579,28800
الياسمين,1825000,31800
الياسمين,630000,25000
الياسمين,1900000,37500
الياسمين,1000000,80000
الياسمين,1528852,36000
الياسمين,1125000,37500
الياسمين,985307,36000
الياسمين,1200000,37500
الياسمين,850000,43750
الياسمين,2550000,55000
الياسمين,891549,36000
الياسمين,1750000,41216
الياسمين,1700000,37500
الياسمين,426191,45000
الياسمين,2093753,36000
الياسمين,161190,75600
الياسمين,1347500,26000
الياسمين,3300000,50065
الياسمين,2800000,40029
الياسمين,25792000,832000
اليرموك,925382,39000
اليرموك,1500000,50000
اليرموك,496730,30000
اليرموك,752962,37700
اليرموك,1000000,31200
اليرموك,2413125,107250
اليرموك,9800000,225000
اليرموك,100000,31250
اليرموك,686901,55000
اليرموك,766650,33325
اليرموك,765000,60000
اليرموك,1380000,69000
اليرموك,1576692,49000
اليمامة,210000,14341
اليمامة,150000,31700
اليمامة,219600,16200
اليمامة,240000,19800
ام الحمام,555000,17057
ام الحمام,215000,11700
ام الحمام,1580000,88050
ام الحمام,1200000,62500
ام الحمام,1200000,90000
ام الحمام,6704453,207000
ام سليم,150000,9995
ام سليم,60000,9902
بدر,600000,40500
بدر,500000,62500
بدر,350000,58500
بدر,200000,47500
بدر,800000,75000
بدر,510000,47500
بدر,900000,75000
بدر,1170000,36000
بدر,580000,50000
بدر,500000,60000
بدر,412500,37500
بدر,412500,37500
بدر,412500,37500
بدر,412500,37500
بدر,702750,93744
بدر,130000,44000
بدر,420000,42000
بدر,480000,42000
بدر,420000,42000
بدر,420000,42000
بدر,420000,42000
بدر,370000,42000
بدر,1434000,42000
بدر,800000,36000
بدر,289997,24390
بدر,360000,36000
بدر,360000,36000
بدر,360000,36000
بدر,360000,36000
بدر,378000,36000
بدر,900000,43400
بدر,324000,36000
بدر,378000,36000
بدر,324000,36000
بدر,378000,36000
بدر,324000,36000
بدر,378000,36000
بدر,324000,36000
بدر,378000,36000
بدر,324000,36000
بدر,324000,36000
بدر,324000,35500
بدر,388800,36000
بدر,388800,36000
بنبان,1968750,250000
جبره,200000,25762
جرير,992907,25000
جرير,437500,31250
جرير,1000000,96200
حطين,4000000,52500
حطين,2970000,90000
حطين,1350000,24000
حطين,462359,24000
حطين,3150000,43750
حطين,2118844,75673
حطين,4700000,60024
حطين,6018000,204000
حطين,7554095,256071
حطين,2650000,37500
حطين,1635000,40500
حطين,2150000,35205
حطين,2750000,29988
حطين,3365250,96150
حطين,1500000,165639
حطين,1000000,148920
خنشليلة,900000,62400
دعكنة,812346,50000
دعكنة,1080000,90000
ديراب,750000,84000
ديراب,100000,35000
ديراب,550000,50000
ديراب,800085,25000
ديراب,540000,45000
ديراب,360000,43750
ديراب,121000,34375
ديراب,50000,65000
سلطانة,310000,25500
سلطانة,800000,60000
سلطانة,850000,73538
شبرا,600000,24000
شبرا,100000,20000
شبرا,400000,42000
شبرا,682841,50000
شبرا,3100000,210000
شبرا,2300000,143000
شرق الرياض,140000,89900
شرق الرياض,125000,85050
شرق الرياض,125000,85050
شرق الرياض,125000,85050
شرق الرياض,55000,91800
شرق الرياض,200000,101017
شرق الرياض,125000,85050
شرق الرياض,180000,81000
شرق الرياض,80000,65683
شرق الرياض,276000,90000
شرق الرياض,276000,90000
شرق الرياض,240000,96000
شرق الرياض,230000,96000
شرق الرياض,250000,90660
شرق الرياض,250000,91800
شرق الرياض,277572,95638
شرق الرياض,277572,95499
شرق الرياض,227500,91800
شرق الرياض,227500,91800
شرق الرياض,175000,88400
شرق الرياض,175000,88400
شرق الرياض,196000,91800
شرق الرياض,70000,95200
شرق الرياض,70000,94865
شرق الرياض,100000,93700
شرق الرياض,100000,95200
شرق الرياض,100000,95200
شرق الرياض,265000,90000
شرق الرياض,162000,91992
شرق الرياض,260000,119359
شرق الرياض,100000,91800
شرق الرياض,50000,91800
شرق الرياض,50000,91800
شرق الرياض,100000,91800
شرق الرياض,200000,85820
شرق الرياض,200000,78099
شرق الرياض,150000,91800
شرق الرياض,200000,90000
شرق الرياض,260000,195000
شرق الرياض,150000,195000
شرق الرياض,100000,180000
شرق الرياض,100000,90000
شرق الرياض,100000,90000
شرق الرياض,100000,90000
شرق الرياض,100000,90000
شرق الرياض,100000,90000
شرق الرياض,100000,90000
شرق الرياض,100000,90000
شرق الرياض,100000,90000
شرق الرياض,100000,86900
شرق الرياض,100000,60300
شرق الرياض,100000,90000
شرق الرياض,100000,108000
شرق الرياض,100000,108000
شرق الرياض,300000,90000
شرق الرياض,265000,87000
شرق الرياض,50000,102100
شرق الرياض,238000,89670
شرق الرياض,220000,90000
شرق الرياض,220000,90000
شرق الرياض,220000,90000
شرق الرياض,209000,90000
شرق الرياض,195000,87000
شرق الرياض,230000,97200
شرق الرياض,60000,45000
شرق الرياض,90000,45000
شرق الرياض,98500,45000
شرق الرياض,150000,95999
شرق الرياض,140000,86400
شرق الرياض,100000,84000
شرق الرياض,120000,84000
شرق الرياض,237500,90000
شرق الرياض,237500,90000
شرق الرياض,50000,90000
شرق الرياض,205000,85293
شرق الرياض,101000,90000
شرق الرياض,189000,87000
شرق الرياض,110000,42000
شرق الرياض,70000,51000
شرق الرياض,30000,46500
شرق الرياض,120000,93000
شرق الرياض,230000,90000
شرق الرياض,260000,96000
شرق الرياض,160000,93600
شرق الرياض,140000,90000
شرق الرياض,150000,52200
شرق الرياض,150000,52200
شرق الرياض,250000,96000
شرق الرياض,200000,104400
شرق الرياض,188600,99000
شرق الرياض,100000,93000
شرق الرياض,170000,94043
شرق الرياض,155000,90000
شرق الرياض,177500,90000
شرق الرياض,150000,90000
شرق الرياض,155000,90000
شرق الرياض,177500,90000
شرق الرياض,93000,45000
شرق الرياض,185000,93000
شرق الرياض,255000,105000
شرق الرياض,250000,104999
شرق الرياض,171500,93000
شرق الرياض,180000,90000
شرق الرياض,100000,90000
شرق الرياض,160000,93000
شرق الرياض,50000,90000
شرق الرياض,100000,93600
شرق الرياض,100000,96000
شرق الرياض,100000,96000
شرق الرياض,100000,96000
شرق الرياض,245000,96000
شرق الرياض,255000,105000
شرق الرياض,200000,103911
شرق الرياض,230000,93000
شرق الرياض,130000,93000
شرق الرياض,100000,93000
شرق الرياض,270000,90000
شرق الرياض,200000,93000
شرق الرياض,60000,45000
شرق الرياض,250000,99000
شرق الرياض,175000,81000
شرق الرياض,210000,90000
شرق الرياض,85000,81000
شرق الرياض,150000,86400
شرق الرياض,150000,90000
شرق الرياض,220000,90000
شرق الرياض,185000,90000
شرق الرياض,180000,90000
شرق الرياض,190000,90000
شرق الرياض,100000,90000
شرق الرياض,160000,87000
شرق الرياض,160000,87000
شرق الرياض,183350,90000
شرق الرياض,350000,90000
شرق الرياض,350000,90000
شرق الرياض,200000,93600
شرق الرياض,220000,95904
شرق الرياض,150000,93600
شرق الرياض,200000,93600
شرق الرياض,250000,90000
شرق الرياض,100000,98000
شرق الرياض,215000,96000
شرق الرياض,55000,96000
شرق الرياض,55000,96000
شرق الرياض,100000,90000
شرق الرياض,220000,90000
شرق الرياض,270000,102000
شرق الرياض,270000,90000
شرق الرياض,275000,90000
شرق الرياض,247500,93000
شرق الرياض,250000,93000
شرق الرياض,230000,90000
شرق الرياض,300000,75485
شرق الرياض,315000,90000
شرق الرياض,250000,90000
شرق الرياض,120000,99000
شرق الرياض,220000,90000
شرق الرياض,185000,90000
شرق الرياض,350000,90000
شرق الرياض,240000,96000
شرق الرياض,260000,87000
شرق الرياض,220000,90000
شرق الرياض,200000,90000
شرق الرياض,150000,90000
شرق الرياض,150000,90000
شرق الرياض,150000,90000
شرق الرياض,150000,90000
شرق الرياض,150000,90000
شرق الرياض,150000,90000
شرق الرياض,200000,99000
شرق الرياض,225000,99000
شرق الرياض,250000,99000
شرق الرياض,212000,96000
شرق الرياض,243000,101920
شرق الرياض,240000,84000
شرق الرياض,130000,92800
شرق الرياض,195000,84000
شرق الرياض,350000,101200
شرق الرياض,230000,102900
شرق الرياض,110000,90000
شرق الرياض,200000,90000
شرق الرياض,250000,96000
شرق الرياض,250000,96000
شرق الرياض,250000,96000
شرق الرياض,100000,96000
شرق الرياض,237500,96000
شرق الرياض,240000,90000
شرق الرياض,230000,93000
شرق الرياض,260000,90000
شرق الرياض,99000,90000
شرق الرياض,210000,90000
شرق الرياض,185000,90000
شرق الرياض,182000,90000
شرق الرياض,215000,90000
شرق الرياض,150000,81000
شرق الرياض,160000,90000
شرق الرياض,100000,87000
شرق الرياض,50000,90000
شرق الرياض,200000,90000
شرق الرياض,170000,81000
شرق الرياض,75000,84000
شرق الرياض,75000,84000
شرق الرياض,130000,90000
شرق الرياض,100000,90000
شرق الرياض,180000,90000
شرق الرياض,305000,190000
شرق الرياض,200000,200000
شرق الرياض,175000,205000
شرق الرياض,175000,205000
شرق الرياض,260000,200000
شرق الرياض,330000,200000
شرق الرياض,375000,195000
شرق الرياض,400000,200000
شرق الرياض,410000,235000
شرق الرياض,410000,235000
شرق الرياض,125000,90000
شرق الرياض,150000,86400
شرق الرياض,100000,81000
شرق الرياض,100000,93599
شرق الرياض,150000,96000
شرق الرياض,130000,90000
شرق الرياض,175000,90000
شرق الرياض,200000,93000
شرق الرياض,120000,90000
شرق الرياض,110000,95700
شرق الرياض,155000,90000
شرق الرياض,170000,90000
شرق الرياض,140000,90000
شرق الرياض,150000,90000
شرق الرياض,160000,85290
شرق الرياض,236713,84000
شرق الرياض,120000,84000
شرق الرياض,162000,90000
شرق الرياض,90000,90000
شرق الرياض,127000,87000
شرق الرياض,142000,90000
شرق الرياض,150000,95700
شرق الرياض,151000,86399
شرق الرياض,118000,86400
شرق الرياض,145000,86400
شرق الرياض,200000,84000
شرق الرياض,200000,84000
شرق الرياض,130000,84000
شرق الرياض,50000,300000
شرق الرياض,300000,300000
شرق الرياض,40000,81000
شرق الرياض,100000,90000
شرق الرياض,280000,212800
شرق الرياض,365218,190000
شرق الرياض,300000,200000
شرق الرياض,100000,99000
شرق الرياض,80000,81000
شرق الرياض,180000,90000
شرق الرياض,142850,75000
شرق الرياض,157000,90148
شرق الرياض,160000,90148
شرق الرياض,90000,90000
شرق الرياض,60000,90000
شرق الرياض,122000,90000
شرق الرياض,50000,90000
شرق الرياض,200000,200000
شرق الرياض,50000,195000
شرق الرياض,117000,90000
شرق الرياض,137000,90000
شرق الرياض,120000,90000
شرق الرياض,90000,90000
شرق الرياض,100000,90000
شرق الرياض,105000,89999
شرق الرياض,50000,90000
شرق الرياض,40000,89999
شرق الرياض,115000,90000
شرق الرياض,115000,90000
شرق الرياض,150000,93000
شرق الرياض,60000,97555
شرق الرياض,130000,99200
شرق الرياض,101000,84000
شرق الرياض,120000,89999
شرق الرياض,130000,110544
شرق الرياض,150000,90016
شرق الرياض,85000,90000
شرق الرياض,100000,90000
شرق الرياض,120000,87499
شرق الرياض,110000,87500
شرق الرياض,110000,84000
شرق الرياض,100000,91000
شرق الرياض,125000,91000
شرق الرياض,70000,93000
شرق الرياض,125000,93000
شرق الرياض,125000,93000
شرق الرياض,117000,93000
شرق الرياض,122000,92490
شرق الرياض,130000,90000
شرق الرياض,60000,87633
شرق الرياض,100000,90730
شرق الرياض,125000,90730
شرق الرياض,120000,90845
شرق الرياض,85000,86999
شرق الرياض,100000,90000
شرق الرياض,92000,90000
شرق الرياض,90000,86400
شرق الرياض,90000,86400
شرق الرياض,105000,86400
شرق الرياض,135000,87000
شرق الرياض,60000,84465
شرق الرياض,105000,87000
شرق الرياض,105000,87000
شرق الرياض,220000,213475
شرق الرياض,170000,202715
شرق الرياض,130000,200000
شرق الرياض,130000,200000
شرق الرياض,130000,200000
شرق الرياض,175000,197400
شرق الرياض,25000,211200
شرق الرياض,150000,200000
شرق الرياض,150000,200000
شرق الرياض,150000,200000
شرق الرياض,172000,200000
شرق الرياض,185000,185000
شرق الرياض,185000,180350
شرق الرياض,60000,90869
شرق الرياض,70000,91800
شرق الرياض,110000,95200
شرق الرياض,110000,95200
شرق الرياض,112500,131152
شرق الرياض,112500,134471
شرق الرياض,97000,91800
شرق الرياض,40000,91800
شرق الرياض,70000,91800
شرق الرياض,100000,91800
شرق الرياض,100000,91800
شرق الرياض,78000,91800
شرق الرياض,105000,91800
شرق الرياض,110000,93117
شرق الرياض,100000,103159
شرق الرياض,70000,91800
شرق الرياض,100000,91800
شرق الرياض,120000,91800
شرق الرياض,95000,90000
شرق الرياض,95000,90000
شرق الرياض,100000,90000
شرق الرياض,40000,90000
شرق الرياض,50000,90000
شرق الرياض,120000,82489
شرق الرياض,100000,90000
شرق الرياض,100000,90000
شرق الرياض,100000,90000
شرق الرياض,100000,90000
شرق الرياض,30000,90000
شرق الرياض,80000,86400
شرق الرياض,110000,90000
شرق الرياض,140000,90000
شرق الرياض,80000,90000
شرق الرياض,105000,90000
شرق الرياض,110000,105697
شرق الرياض,120000,106325
شرق الرياض,82000,90000
شرق الرياض,100000,90000
شرق الرياض,100000,90000
شرق الرياض,90000,93600
شرق الرياض,73000,90000
شرق الرياض,130000,210000
شرق الرياض,150000,223118
شرق الرياض,100000,210000
شرق الرياض,130000,205000
شرق الرياض,80000,75000
شرق الرياض,76000,75000
شرق الرياض,85000,75000
شرق الرياض,74000,75900
شرق الرياض,70000,75000
شرق الرياض,85000,75000
شرق الرياض,70000,75900
شرق الرياض,10000,75900
شرق الرياض,40000,75000
شرق الرياض,90000,82500
شرق الرياض,75000,75000
شرق الرياض,50000,76375
شرق الرياض,80000,101151
شرق الرياض,110000,75000
شرق الرياض,75000,75000
شرق الرياض,75000,75000
شرق الرياض,40000,75900
شرق الرياض,50000,75900
شرق الرياض,40000,80850
شرق الرياض,80000,84630
شرق الرياض,95000,86556
شرق الرياض,80000,75248
شرق الرياض,65000,42000
شرق الرياض,62000,42000
شرق الرياض,80000,40000
شرق الرياض,60000,43000
شرق الرياض,50000,43000
شرق الرياض,65000,43000
شرق الرياض,62000,47000
شرق الرياض,30000,47500
شرق الرياض,57000,42000
شرق الرياض,90000,64279
شرق الرياض,50000,44000
شرق الرياض,74000,44000
شرق الرياض,40000,78750
شرق الرياض,115000,86751
شرق الرياض,95250,76800
شرق الرياض,50000,75000
شرق الرياض,75000,75000
شرق الرياض,90000,75000
شرق الرياض,80000,75000
شرق الرياض,81000,75000
شرق الرياض,85000,75000
شرق الرياض,40000,75000
شرق الرياض,85000,75000
شرق الرياض,102000,75000
شرق الرياض,80000,75000
شرق الرياض,100000,75000
شرق الرياض,80000,75000
شرق الرياض,85000,75000
شرق الرياض,90000,75000
شرق الرياض,80000,75000
شرق الرياض,30000,70000
شرق الرياض,83000,75000
شرق الرياض,88000,75000
شرق الرياض,130000,75000
شرق الرياض,100000,75000
شرق الرياض,100000,75000
شرق الرياض,90000,75000
شرق الرياض,90000,75000
شرق الرياض,90000,75000
شرق الرياض,88000,75000
شرق الرياض,97500,75000
شرق الرياض,80000,75000
شرق الرياض,85000,75000
شرق الرياض,110000,75000
شرق الرياض,60000,75000
شرق الرياض,124000,75000
شرق الرياض,123000,75000
شرق الرياض,70000,75000
شرق الرياض,75000,75000
شرق الرياض,100000,82500
شرق الرياض,100000,75000
شرق الرياض,50000,75000
شرق الرياض,170000,82500
شرق الرياض,110000,75000
شرق الرياض,125400,75000
شرق الرياض,40000,75000
شرق الرياض,115000,75250
شرق الرياض,80000,75250
شرق الرياض,40000,75250
شرق الرياض,90000,75250
شرق الرياض,80000,75000
شرق الرياض,107000,75000
شرق الرياض,108000,75000
شرق الرياض,97000,75000
شرق الرياض,86000,81000
شرق الرياض,100000,81000
شرق الرياض,92625,75000
شرق الرياض,60000,75950
شرق الرياض,76000,75950
شرق الرياض,88000,75950
شرق الرياض,50000,77649
شرق الرياض,50000,75000
شرق الرياض,70000,75200
شرق الرياض,50000,75200
شرق الرياض,89500,76800
شرق الرياض,100000,75000
شرق الرياض,100000,75000
شرق الرياض,90000,76500
شرق الرياض,95000,75000
شرق الرياض,108000,75000
شرق الرياض,100000,88621
شرق الرياض,101000,88621
شرق الرياض,90000,75000
شرق الرياض,115000,74718
شرق الرياض,45000,96666
شرق الرياض,80000,96666
شرق الرياض,100000,75606
شرق الرياض,50000,75606
شرق الرياض,72500,75900
شرق الرياض,95000,75000
شرق الرياض,50000,75000
شرق الرياض,75000,75950
شرق الرياض,84000,75950
شرق الرياض,95000,75950
شرق الرياض,20000,76500
شرق الرياض,90000,76800
شرق الرياض,90000,76800
شرق الرياض,50000,77221
شرق الرياض,92000,75900
شرق الرياض,80000,75000
شرق الرياض,50000,76800
شرق الرياض,95000,75000
شرق الرياض,100000,75000
شرق الرياض,20000,76500
شرق الرياض,105000,75000
شرق الرياض,118000,75000
شرق الرياض,100000,75000
شرق الرياض,90000,77550
شرق الرياض,70000,76500
شرق الرياض,100000,76500
شرق الرياض,60000,75374
شرق الرياض,105000,75000
شرق الرياض,100000,75000
شرق الرياض,100000,75000
شرق الرياض,50000,75000
شرق الرياض,100000,75000
شرق الرياض,100000,75000
شرق الرياض,99750,75000
شرق الرياض,100000,75000
شرق الرياض,115000,75000
شرق الرياض,100000,76800
شرق الرياض,115000,75375
شرق الرياض,95000,75000
شرق الرياض,75000,96121
شرق الرياض,63000,75000
شرق الرياض,100000,75000
شرق الرياض,120000,75900
شرق الرياض,97500,75900
شرق الرياض,150000,91156
شرق الرياض,130000,75000
شرق الرياض,95000,75000
شرق الرياض,105000,75000
شرق الرياض,60000,37500
شرق الرياض,152000,100993
شرق الرياض,120000,83040
شرق الرياض,130000,75000
شرق الرياض,120000,75000
شرق الرياض,75000,75000
شرق الرياض,50000,75000
شرق الرياض,135000,84135
شرق الرياض,82609,76800
شرق الرياض,52500,76800
شرق الرياض,113333,75000
شرق الرياض,119000,75000
شرق الرياض,120000,82500
شرق الرياض,110000,75900
شرق الرياض,118000,75900
شرق الرياض,115000,75000
شرق الرياض,80000,75000
شرق الرياض,80000,75000
شرق الرياض,115000,75000
شرق الرياض,100000,75000
شرق الرياض,100000,75000
شرق الرياض,100000,75000
شرق الرياض,115000,75000
شرق الرياض,115000,75000
شرق الرياض,140000,86088
شرق الرياض,130000,76500
شرق الرياض,105000,61500
شرق الرياض,100000,74550
شرق الرياض,120000,74550
شرق الرياض,60000,61500
شرق الرياض,40000,75000
شرق الرياض,100000,72878
شرق الرياض,95000,75000
شرق الرياض,130000,90121
شرق الرياض,130000,80040
شرق الرياض,80000,61500
شرق الرياض,95000,61500
شرق الرياض,80000,61500
شرق الرياض,86000,75000
شرق الرياض,95000,75000
شرق الرياض,90000,75000
شرق الرياض,95000,74550
شرق الرياض,95000,75000
شرق الرياض,75000,75000
شرق الرياض,60000,75000
شرق الرياض,100000,75000
شرق الرياض,95000,74750
شرق الرياض,50000,75250
شرق الرياض,73000,75000
شرق الرياض,84000,75000
شرق الرياض,40000,74750
شرق الرياض,88000,74750
شرق الرياض,128500,105000
شرق الرياض,50000,90000
شرق الرياض,95000,74550
شرق الرياض,90000,75000
شرق الرياض,89000,72137
شرق الرياض,88000,68129
شرق الرياض,90000,75000
شرق الرياض,85000,75250
شرق الرياض,95000,75250
شرق الرياض,75000,75250
طريق الخرج,110000,59990
طويق,200000,40000
طويق,300000,40000
طويق,500000,40000
طويق,100000,40000
طويق,360000,40000
طويق,292000,40000
طويق,320000,40000
طويق,540000,40000
طويق,492722,20000
طويق,520000,40000
طويق,900000,75000
طويق,1114162,50000
طويق,290000,74839
طويق,1080000,90000
طويق,1080000,90000
طويق,1080000,90000
طويق,1080000,90000
طويق,1080000,88875
طويق,729000,54000
طويق,1511198,37500
طويق,611957,49500
طويق,1125000,75000
طويق,1125000,75000
طويق,550000,75000
طويق,680000,45000
طويق,615000,45000
طويق,500000,37500
طويق,496800,36000
طويق,953564,42000
طويق,319245,42000
طويق,975000,75000
طويق,1080000,72000
طويق,1249790,54000
طويق,702055,45000
طويق,1372892,37500
طويق,310000,42000
طويق,335000,42000
طويق,84000671,45000
طويق,706500,45000
طويق,706500,45000
طويق,450000,31250
طويق,450000,31250
طويق,652427,45000
طويق,1280000,30750
طويق,644657,45000
طويق,858000,25932
طويق,900000,30000
طويق,840854,44000
طويق,967000,30000
طويق,777732,36000
طيبة,340650,34065
طيبة,350840,35084
طيبة,396820,39682
طيبة,10347383,1137075
طيبة,3208884,305608
طيبة,2610564,303554
عريض,110000,40000
عريض,115000,40000
عريض,136000,40000
عريض,120000,40000
عريض,160000,40000
عريض,155000,40000
عريض,160000,40000
عريض,182000,40000
عريض,200000,50000
عريض,160000,40000
عريض,180000,40000
عريض,150000,40000
عريض,175000,40000
عريض,60000,40000
عريض,130000,40000
عريض,185000,40000
عريض,270000,40000
عريض,150000,40000
عريض,100000,40000
عريض,200000,40000
عريض,100000,75000
عريض,190000,50000
عريض,50000,62500
عريض,125000,40000
عريض,30000,50000
عريض,100000,50000
عريض,100000,40000
عريض,100000,62500
عريض,280000,62500
عريض,150000,40000
عريض,170000,40000
عريض,110000,55550
عريض,80000,40000
عريض,125000,40000
عريض,170000,40000
عريض,128000,40000
عريض,150000,40000
عريض,150000,40000
عريض,300000,75000
عريض,310000,105000
عريض,280000,62500
عريض,300000,90000
عريض,175000,90000
عريض,200000,90000
عريض,300000,75000
عريض,200000,45000
عريض,100000,45000
عريض,130000,45000
عريض,160000,45000
عريض,200000,45000
عريض,300000,75000
عريض,310000,75000
عريض,280000,75000
عريض,245000,75000
عريض,120000,75000
عريض,135000,31250
عريض,370000,90000
عريض,200000,52500
عريض,200000,52500
عريض,50000,62500
عريض,50000,62500
عريض,80000,75000
عريض,280000,75000
عريض,250000,62500
عريض,185000,43750
عريض,185000,43750
عريض,290000,75000
عريض,190000,52500
عريض,180000,52500
عريض,340000,90000
عريض,150000,75000
عريض,500000,105000
عريض,500000,90000
عريض,500000,90000
عريض,138000,31250
عريض,200000,50000
عريض,320000,62500
عريض,330000,62500
عريض,160000,31250
عريض,215000,45000
عريض,390000,90000
عريض,100000,75000
عريض,200000,75000
عريض,140000,31250
عريض,100000,31250
عريض,100000,31250
عريض,100000,62500
عريض,310000,62500
عريض,300000,62500
عريض,210000,62500
عريض,215000,62500
عريض,270000,62500
عريض,130000,31250
عريض,126000,45000
عريض,200000,31250
عريض,270000,62500
عريض,160000,62500
عريض,207500,45000
عريض,207500,45000
عريض,207500,45000
عريض,207500,45000
عريض,200000,45000
عريض,180000,62500
عريض,100000,62500
عريض,290000,62500
عريض,350000,75000
عريض,300000,75000
عريض,150000,45000
عريض,150000,45000
عريض,155000,45000
عريض,280000,50000
عريض,320000,50000
عريض,278261,50000
عريض,300000,50000
عريض,250000,50000
عريض,300000,50000
عريض,300000,50000
عريض,240000,50000
عريض,250000,50000
عريض,300000,50000
عريض,100000,50000
عريض,285000,50000
عريض,50000,50000
عريض,222500,50000
عريض,217500,50000
عريض,50000,31250
عريض,180000,31250
عريض,255000,50000
عريض,285000,50000
عريض,285000,50000
عريض,250000,50000
عريض,150000,50000
عريض,205000,50000
عريض,262000,50000
عريض,166000,50000
عريض,242858,50000
عريض,240000,50000
عريض,200000,50000
عريض,270000,50000
عريض,170000,40000
عريض,100000,40000
عريض,165000,40000
عريض,185000,40000
عريض,120000,40000
عريض,195000,40000
عريض,200000,39219
عريض,170000,40000
عريض,180000,40000
عريض,170000,39170
عريض,190000,42514
عريض,160000,40000
عريض,100000,40000
عريض,169000,40000
عريض,67000,40000
عريض,160000,40000
عريض,170000,40000
عريض,100000,40000
عريض,99000,39468
عريض,50000,40000
